what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455006248530
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455006256681
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455009546716
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455009548466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455009549717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455009585300
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455009613054
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1455009616018
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455009626599
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1455009626635
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455009661023
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455009661938
started,bundle,com.altera.sbtgui.ui,14.0.0.200,"com.altera.sbtgui.ui",1455009665308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455009665398
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455009682169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455009688048
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455009755625
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455009761949
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455009762062
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455009764150
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455009773065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455009784409
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455009785054
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455009789092
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455009831386
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455009843251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455009843325
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455009887795
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455009893103
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455009893730
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455009900298
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455009901110
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455009904125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455009906100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455009912352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455009912420
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455009916768
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455009942843
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1455009942862
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455009943748
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1455009959022
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1455009959901
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1455009962605
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1455009962624
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1455009963203
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1455009965639
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1455009968664
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455009970316
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455009972725
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.v20110928-1505,"org.eclipse.ui.views.properties.tabbed",1455009972728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455009992910
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455009994235
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455010000615
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455010002175
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455010008358
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455010008444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455010008462
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455010220283
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1455010220302
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455010222537
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455010776309
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1455010780515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455010800591
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455010830623
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455010843276
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455010864161
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455010864185
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455010903712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455010906399
started,bundle,org.eclipse.core.databinding,1.4.0.I20110111-0800,"org.eclipse.core.databinding",1455010917157
started,bundle,org.eclipse.core.databinding.property,1.4.0.I20110222-0800,"org.eclipse.core.databinding.property",1455010917165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455010926014
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1455010926033
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455010926341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455010926410
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455010927304
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455010929437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455010931804
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455010933076
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455010942591
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455010943542
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455010958508
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455010960140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455010966336
